Slope,Elevation,Corina,Target
230,3292,Bare rocks,0.0
238,2041,Natural grasslands,0.0
244,2397,Natural grasslands,0.0
238,2159,Sparsely vegetated areas,0.0
225,3642,Bare rocks,0.0
250,1861,Inland marshes,0.0
213,1778,Transitional woodland,0.0
250,1928,Permanently irrigated land,0.0
226,2692,Sparsely vegetated areas,0.0
242,2353,Bare rocks,0.0
234,2408,Sparsely vegetated areas,0.0
248,1882,Natural grasslands,0.0
250,1853,Pastures,0.0
250,1850,Land principally occupied by agriculture,0.0
235,2227,Sparsely vegetated areas,0.0
223,2037,Sparsely vegetated areas,0.0
250,1879,Permanently irrigated land,0.0
188,3203,Bare rocks,0.0
232,2499,Sparsely vegetated areas,0.0
250,1852,Land principally occupied by agriculture,0.0
221,2399,Sparsely vegetated areas,0.0
246,1985,Sparsely vegetated areas,0.0
229,2451,Natural grasslands,0.0
219,2953,Sparsely vegetated areas,0.0
224,2173,Sparsely vegetated areas,0.0
225,3201,Natural grasslands,0.0
230,1959,Permanently irrigated land,0.0
229,1939,Sparsely vegetated areas,0.0
249,1897,Land principally occupied by agriculture,0.0
190,2452,Bare rocks,0.0
250,1858,Non-Irrigated Arable Land,0.0
208,2965,Bare rocks,0.0
250,1848,Permanently irrigated land,0.0
248,2572,Bare rocks,0.0
221,2290,Sparsely vegetated areas,0.0
223,1965,Natural grasslands,0.0
246,2419,Sparsely vegetated areas,0.0
224,2962,Bare rocks,0.0
236,3060,Bare rocks,0.0
234,2980,Natural grasslands,0.0
244,2355,Sparsely vegetated areas,0.0
240,2729,Natural grasslands,0.0
198,2198,Bare rocks,0.0
205,3377,Natural grasslands,0.0
176,2872,Sparsely vegetated areas,0.0
241,2311,Natural grasslands,0.0
250,1850,Complex cultivation patterns,0.0
230,2895,Bare rocks,0.0
226,2695,Bare rocks,0.0
237,2890,Natural grasslands,0.0
224,2603,Sparsely vegetated areas,0.0
250,1850,Land principally occupied by agriculture,0.0
246,1927,Pastures,0.0
233,2211,Sparsely vegetated areas,0.0
217,2625,Sparsely vegetated areas,0.0
235,1976,Natural grasslands,0.0
245,1332,Transitional woodland,0.0
237,2009,Sparsely vegetated areas,0.0
250,1871,Permanently irrigated land,0.0
244,2166,Sparsely vegetated areas,0.0
250,1851,Rice Fields,0.0
250,1853,Permanently irrigated land,0.0
173,2975,Bare rocks,0.0
223,2397,Sparsely vegetated areas,0.0
246,3415,Bare rocks,0.0
250,1848,Permanently irrigated land,0.0
250,1851,Inland marshes,0.0
181,2138,Bare rocks,0.0
230,1554,Transitional woodland,0.0
223,2121,Natural grasslands,0.0
222,2764,Sparsely vegetated areas,0.0
225,2723,Sparsely vegetated areas,0.0
223,1924,Bare rocks,0.0
232,2479,Bare rocks,0.0
238,2645,Natural grasslands,0.0
250,1848,Inland marshes,0.0
183,3371,Bare rocks,0.0
193,3106,Sparsely vegetated areas,0.0
201,3326,Bare rocks,0.0
244,2001,Sparsely vegetated areas,0.0
246,2208,Sparsely vegetated areas,0.0
196,2195,Bare rocks,0.0
250,2021,Bare rocks,0.0
216,1770,Land principally occupied by agriculture,0.0
166,1841,Bare rocks,0.0
249,1918,Land principally occupied by agriculture,0.0
207,1915,Sparsely vegetated areas,0.0
242,2221,Sparsely vegetated areas,0.0
200,2464,Natural grasslands,0.0
182,3422,Bare rocks,0.0
250,1853,Land principally occupied by agriculture,0.0
250,1906,Permanently irrigated land,0.0
238,1855,Sparsely vegetated areas,0.0
239,2380,Natural grasslands,0.0
241,2901,Natural grasslands,0.0
248,2559,Natural grasslands,0.0
239,2675,Bare rocks,0.0
195,1361,Bare rocks,0.0
230,2118,Transitional woodland,0.0
241,2554,Sparsely vegetated areas,0.0
203,3116,Sparsely vegetated areas,0.0
250,1852,Permanently irrigated land,0.0
206,2292,Sparsely vegetated areas,0.0
197,2742,Bare rocks,0.0
248,2696,Natural grasslands,0.0
229,1987,Sparsely vegetated areas,0.0
241,2415,Sparsely vegetated areas,0.0
222,2140,Sparsely vegetated areas,0.0
250,1855,Land principally occupied by agriculture,0.0
250,1847,Inland marshes,0.0
243,2617,Sparsely vegetated areas,0.0
250,1849,Land principally occupied by agriculture,0.0
227,2598,Sparsely vegetated areas,0.0
250,1851,Permanently irrigated land,0.0
246,2098,Sparsely vegetated areas,0.0
250,1852,Discontinous Urban Fabric,0.0
250,1848,Inland marshes,0.0
245,2283,Sparsely vegetated areas,0.0
250,1880,Permanently irrigated land,0.0
194,2280,Sparsely vegetated areas,0.0
246,2223,Sparsely vegetated areas,0.0
248,1897,Land principally occupied by agriculture,0.0
250,1851,Inland marshes,0.0
234,1913,Natural grasslands,0.0
221,2705,Bare rocks,0.0
226,3044,Bare rocks,0.0
238,2766,Natural grasslands,0.0
236,2412,Natural grasslands,0.0
191,1825,Transitional woodland,0.0
209,1902,Natural grasslands,0.0
247,2262,Bare rocks,0.0
211,2340,Natural grasslands,0.0
250,1856,Land principally occupied by agriculture,0.0
250,1850,Non-Irrigated Arable Land,0.0
215,2252,Sparsely vegetated areas,0.0
250,1849,Inland marshes,0.0
228,3307,Sparsely vegetated areas,0.0
224,2045,Natural grasslands,0.0
243,2704,Bare rocks,0.0
232,2568,Sparsely vegetated areas,0.0
250,1849,Non-Irrigated Arable Land,0.0
222,2733,Bare rocks,0.0
250,1848,Inland marshes,0.0
210,3239,Bare rocks,0.0
250,1848,Inland marshes,0.0
244,1970,Land principally occupied by agriculture,0.0
235,1266,Natural grasslands,0.0
250,1855,Pastures,0.0
160,2468,Sparsely vegetated areas,0.0
229,2550,Natural grasslands,0.0
191,3236,Bare rocks,0.0
240,1445,Transitional woodland,0.0
248,1979,Sparsely vegetated areas,0.0
222,2215,Sparsely vegetated areas,0.0
230,2299,Sparsely vegetated areas,0.0
250,1852,Inland marshes,0.0
246,1971,Land principally occupied by agriculture,0.0
231,2127,Sparsely vegetated areas,0.0
202,2948,Natural grasslands,0.0
191,2709,Bare rocks,0.0
248,2505,Sparsely vegetated areas,0.0
219,2985,Sparsely vegetated areas,0.0
229,1695,Sparsely vegetated areas,0.0
242,2038,Natural grasslands,0.0
223,2180,Natural grasslands,0.0
212,1968,Natural grasslands,0.0
221,2851,Natural grasslands,0.0
250,1852,Complex cultivation patterns,0.0
232,1944,Sparsely vegetated areas,0.0
216,3336,Sparsely vegetated areas,0.0
245,1494,Land principally occupied by agriculture,0.0
247,2719,Natural grasslands,0.0
190,2333,Bare rocks,0.0
241,1938,Sparsely vegetated areas,0.0
229,2633,Natural grasslands,0.0
236,2230,Sparsely vegetated areas,0.0
234,2635,Sparsely vegetated areas,0.0
209,2824,Bare rocks,0.0
198,2274,Bare rocks,0.0
184,2633,Bare rocks,0.0
206,2090,Sparsely vegetated areas,0.0
238,1899,Transitional woodland,0.0
227,1781,Transitional woodland,0.0
242,2255,Natural grasslands,0.0
204,2757,Bare rocks,0.0
250,1849,Permanently irrigated land,0.0
243,2080,Sparsely vegetated areas,0.0
250,2339,Sparsely vegetated areas,0.0
242,2170,Pastures,0.0
219,2452,Sparsely vegetated areas,0.0
234,1834,Natural grasslands,0.0
244,2066,Natural grasslands,0.0
232,2179,Sparsely vegetated areas,0.0
229,2393,Sparsely vegetated areas,0.0
177,2998,Bare rocks,0.0
191,3462,Bare rocks,0.0
195,2868,Bare rocks,0.0
239,2024,Sparsely vegetated areas,0.0
241,2222,Bare rocks,0.0
209,2267,Sparsely vegetated areas,0.0
233,2423,Bare rocks,0.0
218,2453,Natural grasslands,0.0
236,2492,Natural grasslands,0.0
245,2325,Sparsely vegetated areas,0.0
209,2326,Sparsely vegetated areas,0.0
242,3308,Natural grasslands,0.0
242,2198,Sparsely vegetated areas,0.0
232,2732,Bare rocks,0.0
229,2876,Natural grasslands,0.0
250,1850,Non-Irrigated Arable Land,0.0
217,2200,Natural grasslands,0.0
172,2544,Bare rocks,0.0
211,2136,Sparsely vegetated areas,0.0
214,1850,Sparsely vegetated areas,0.0
250,1888,Land principally occupied by agriculture,0.0
224,3306,Bare rocks,0.0
250,1854,Complex cultivation patterns,0.0
250,1896,Permanently irrigated land,0.0
244,2293,Sparsely vegetated areas,0.0
215,1907,Sparsely vegetated areas,0.0
237,2376,Bare rocks,0.0
222,2244,Natural grasslands,0.0
238,2354,Natural grasslands,0.0
237,2677,Natural grasslands,0.0
250,1849,Permanently irrigated land,0.0
214,2540,Natural grasslands,0.0
227,2404,Sparsely vegetated areas,0.0
228,2160,Land principally occupied by agriculture,0.0
215,1896,Sparsely vegetated areas,0.0
246,2314,Sparsely vegetated areas,0.0
232,2518,Sparsely vegetated areas,0.0
213,2709,Bare rocks,0.0
157,1997,Bare rocks,0.0
243,2252,Sparsely vegetated areas,0.0
215,2828,Sparsely vegetated areas,0.0
210,2322,Sparsely vegetated areas,0.0
241,2430,Sparsely vegetated areas,0.0
248,2027,Sparsely vegetated areas,0.0
214,3388,Bare rocks,0.0
238,2265,Sparsely vegetated areas,0.0
205,2889,Bare rocks,0.0
208,1877,Transitional woodland,0.0
185,3137,Bare rocks,0.0
216,2401,Bare rocks,0.0
198,3166,Bare rocks,0.0
240,2239,Natural grasslands,0.0
250,1852,Permanently irrigated land,0.0
234,2458,Sparsely vegetated areas,0.0
219,1946,Sparsely vegetated areas,0.0
192,2156,Sparsely vegetated areas,0.0
220,1974,Sparsely vegetated areas,0.0
220,1721,Transitional woodland,0.0
214,2737,Bare rocks,0.0
210,2023,Sparsely vegetated areas,0.0
244,2416,Sparsely vegetated areas,0.0
224,2050,Sparsely vegetated areas,0.0
235,2025,Sparsely vegetated areas,0.0
179,3071,Bare rocks,0.0
235,2779,Natural grasslands,0.0
250,1850,Inland marshes,0.0
219,1495,Natural grasslands,0.0
245,2748,Natural grasslands,0.0
242,1916,Land principally occupied by agriculture,0.0
243,2592,Sparsely vegetated areas,0.0
250,1850,Non-Irrigated Arable Land,0.0
250,1852,Permanently irrigated land,0.0
250,1854,Permanently irrigated land,0.0
250,1858,Inland marshes,0.0
241,2004,Bare rocks,0.0
184,1298,Bare rocks,0.0
250,1850,Permanently irrigated land,0.0
218,1540,Natural grasslands,0.0
250,1861,Permanently irrigated land,0.0
244,1902,Land principally occupied by agriculture,0.0
250,1853,Land principally occupied by agriculture,0.0
207,2274,Sparsely vegetated areas,0.0
247,1537,Sparsely vegetated areas,0.0
213,2015,Broad-leaved forest,0.0
241,2298,Sparsely vegetated areas,0.0
238,3277,Sparsely vegetated areas,0.0
206,3503,Bare rocks,0.0
221,2128,Sparsely vegetated areas,0.0
250,1871,Permanently irrigated land,0.0
250,2927,Natural grasslands,0.0
209,2378,Bare rocks,0.0
225,1840,Sparsely vegetated areas,0.0
205,1943,Bare rocks,0.0
211,2077,Bare rocks,0.0
235,1985,Bare rocks,0.0
249,2843,Natural grasslands,0.0
245,2595,Sparsely vegetated areas,0.0
241,2861,Sparsely vegetated areas,0.0
245,3015,Bare rocks,0.0
227,2312,Bare rocks,0.0
228,3222,Sparsely vegetated areas,0.0
250,1851,Land principally occupied by agriculture,0.0
250,1856,Inland marshes,0.0
250,1851,Permanently irrigated land,0.0
216,3318,Bare rocks,0.0
241,2511,Bare rocks,0.0
232,2101,Sparsely vegetated areas,0.0
250,1854,Permanently irrigated land,0.0
179,3225,Bare rocks,0.0
244,2168,Sparsely vegetated areas,0.0
250,1849,Inland marshes,0.0
220,3015,Bare rocks,0.0
203,1531,Bare rocks,0.0
211,2238,Sparsely vegetated areas,0.0
236,1878,Sparsely vegetated areas,0.0
212,3173,Bare rocks,0.0
250,1850,Inland marshes,0.0
219,2224,Sparsely vegetated areas,0.0
222,1757,Transitional woodland,0.0
250,1851,Permanently irrigated land,0.0
209,2319,Bare rocks,0.0
239,3127,Natural grasslands,0.0
245,1326,Land principally occupied by agriculture,0.0
218,2569,Natural grasslands,0.0
240,2370,Natural grasslands,0.0
244,2498,Natural grasslands,0.0
218,2164,Sparsely vegetated areas,0.0
227,3019,Bare rocks,0.0
243,2181,Sparsely vegetated areas,0.0
250,1853,Permanently irrigated land,0.0
234,1899,Transitional woodland,0.0
198,2708,Bare rocks,0.0
243,2590,Bare rocks,0.0
248,3314,Sparsely vegetated areas,0.0
232,2607,Sparsely vegetated areas,0.0
216,3091,Bare rocks,0.0
250,1864,Inland marshes,0.0
212,1945,Natural grasslands,0.0
250,1853,Inland marshes,0.0
217,3208,Bare rocks,0.0
221,2748,Sparsely vegetated areas,0.0
239,2071,Natural grasslands,0.0
243,1420,Land principally occupied by agriculture,0.0
239,2238,Sparsely vegetated areas,0.0
243,1382,Natural grasslands,0.0
218,2749,Natural grasslands,0.0
243,2323,Sparsely vegetated areas,0.0
250,1849,Inland marshes,0.0
192,2050,Sparsely vegetated areas,0.0
205,2472,Bare rocks,0.0
242,1872,Natural grasslands,0.0
233,1857,Natural grasslands,0.0
249,1882,Complex cultivation patterns,0.0
210,1762,Natural grasslands,0.0
236,2312,Sparsely vegetated areas,0.0
246,2186,Sparsely vegetated areas,0.0
222,2526,Sparsely vegetated areas,0.0
235,1991,Sparsely vegetated areas,0.0
245,2224,Sparsely vegetated areas,0.0
226,3910,Bare rocks,0.0
227,2392,Sparsely vegetated areas,0.0
220,2147,Natural grasslands,0.0
246,2369,Sparsely vegetated areas,0.0
217,3141,Bare rocks,0.0
196,2536,Bare rocks,0.0
250,1855,Inland marshes,0.0
198,2405,Bare rocks,0.0
235,2232,Sparsely vegetated areas,0.0
217,2292,Natural grasslands,0.0
212,3141,Bare rocks,0.0
235,2934,Bare rocks,0.0
237,2259,Sparsely vegetated areas,0.0
214,1902,Sparsely vegetated areas,0.0
239,2753,Natural grasslands,0.0
250,1866,Permanently irrigated land,0.0
215,2559,Sparsely vegetated areas,0.0
216,2261,Sparsely vegetated areas,0.0
250,1850,Permanently irrigated land,0.0
204,1988,Sparsely vegetated areas,0.0
227,2473,Bare rocks,0.0
184,3285,Bare rocks,0.0
224,2087,Sparsely vegetated areas,0.0
221,2443,Natural grasslands,0.0
245,2562,Natural grasslands,0.0
188,3436,Bare rocks,0.0
198,3612,Bare rocks,0.0
250,1850,Inland marshes,0.0
250,1850,Permanently irrigated land,0.0
241,2518,Sparsely vegetated areas,0.0
207,2131,Natural grasslands,0.0
199,3044,Bare rocks,0.0
241,1266,Sparsely vegetated areas,0.0
241,3091,Natural grasslands,0.0
241,3117,Natural grasslands,0.0
229,2286,Natural grasslands,0.0
233,3169,Bare rocks,0.0
236,2363,Bare rocks,0.0
238,2492,Natural grasslands,0.0
237,2942,Bare rocks,0.0
237,2635,Sparsely vegetated areas,0.0
250,1902,Natural grasslands,0.0
228,2621,Natural grasslands,0.0
238,2793,Natural grasslands,0.0
176,3274,Bare rocks,0.0
236,2087,Sparsely vegetated areas,0.0
248,1901,Complex cultivation patterns,0.0
210,2117,Bare rocks,0.0
222,2756,Natural grasslands,0.0
241,2088,Bare rocks,0.0
217,3061,Bare rocks,0.0
250,1853,Land principally occupied by agriculture,0.0
210,2379,Bare rocks,0.0
210,1853,Natural grasslands,0.0
217,2363,Sparsely vegetated areas,0.0
236,1681,Transitional woodland,0.0
239,3165,Bare rocks,0.0
147,3061,Bare rocks,0.0
246,2754,Natural grasslands,0.0
205,2913,Sparsely vegetated areas,0.0
234,1975,Sparsely vegetated areas,0.0
233,2377,Natural grasslands,0.0
250,1847,Inland marshes,0.0
202,2112,Bare rocks,0.0
246,2410,Sparsely vegetated areas,0.0
250,1855,Inland marshes,0.0
250,1850,Inland marshes,0.0
250,1851,Inland marshes,0.0
247,1900,Sparsely vegetated areas,0.0
240,2242,Sparsely vegetated areas,0.0
234,2225,Sparsely vegetated areas,0.0
223,2098,Natural grasslands,0.0
201,2378,Bare rocks,0.0
236,2665,Sparsely vegetated areas,0.0
190,2661,Natural grasslands,0.0
215,3156,Bare rocks,0.0
220,2238,Sparsely vegetated areas,0.0
225,2445,Natural grasslands,0.0
230,2150,Natural grasslands,0.0
239,1911,Land principally occupied by agriculture,0.0
250,2730,Sparsely vegetated areas,0.0
219,1461,Bare rocks,0.0
250,1851,Land principally occupied by agriculture,0.0
249,1891,Land principally occupied by agriculture,0.0
230,2215,Natural grasslands,0.0
243,2082,Sparsely vegetated areas,0.0
250,1850,Inland marshes,0.0
223,2171,Natural grasslands,0.0
241,1966,Sparsely vegetated areas,0.0
218,1514,Natural grasslands,0.0
250,1855,Permanently irrigated land,0.0
249,2794,Natural grasslands,0.0
234,2132,Natural grasslands,0.0
250,1865,Permanently irrigated land,0.0
239,2359,Sparsely vegetated areas,0.0
239,2309,Sparsely vegetated areas,0.0
215,2233,Sparsely vegetated areas,0.0
244,1899,Sparsely vegetated areas,0.0
234,1925,Land principally occupied by agriculture,0.0
236,2089,Sparsely vegetated areas,0.0
245,1421,Transitional woodland,0.0
250,1853,Non-Irrigated Arable Land,0.0
215,3000,Sparsely vegetated areas,0.0
212,2351,Sparsely vegetated areas,0.0
246,1985,Transitional woodland,0.0
241,3590,Bare rocks,0.0
220,2664,Bare rocks,0.0
248,2896,Sparsely vegetated areas,0.0
223,2642,Sparsely vegetated areas,0.0
250,3269,Natural grasslands,0.0
250,1879,Sparsely vegetated areas,0.0
229,2036,Sparsely vegetated areas,0.0
219,2749,Sparsely vegetated areas,0.0
246,2065,Sparsely vegetated areas,0.0
212,1568,Transitional woodland,0.0
234,2159,Natural grasslands,0.0
211,1642,Transitional woodland,0.0
250,1850,Inland marshes,0.0
243,2533,Natural grasslands,0.0
250,1853,Inland marshes,0.0
250,1854,Inland marshes,0.0
202,3106,Natural grasslands,0.0
243,3283,Natural grasslands,0.0
229,2325,Sparsely vegetated areas,0.0
199,2451,Bare rocks,0.0
250,1852,Pastures,0.0
244,3151,Bare rocks,0.0
249,1933,Permanently irrigated land,0.0
244,1903,Land principally occupied by agriculture,0.0
242,1958,Bare rocks,0.0
243,2037,Bare rocks,0.0
236,3139,Natural grasslands,0.0
248,2705,Sparsely vegetated areas,0.0
248,2357,Sparsely vegetated areas,0.0
224,3049,Sparsely vegetated areas,0.0
250,1851,Inland marshes,0.0
224,2315,Sparsely vegetated areas,0.0
214,1647,Transitional woodland,0.0
236,1973,Natural grasslands,0.0
186,3545,Bare rocks,0.0
247,2630,Natural grasslands,0.0
245,2618,Sparsely vegetated areas,0.0
250,1861,Permanently irrigated land,0.0
225,2149,Sparsely vegetated areas,0.0
222,2456,Natural grasslands,0.0
247,2108,Sparsely vegetated areas,0.0
216,2138,Sparsely vegetated areas,0.0
249,1903,Permanently irrigated land,0.0
214,2181,Sparsely vegetated areas,0.0
250,1883,Permanently irrigated land,0.0
235,1965,Sparsely vegetated areas,0.0
231,3414,Bare rocks,0.0
180,2128,Bare rocks,0.0
239,2305,Sparsely vegetated areas,0.0
224,2554,Bare rocks,0.0
163,2338,Sparsely vegetated areas,0.0
217,2370,Natural grasslands,0.0
157,2160,Bare rocks,0.0
202,1690,Natural grasslands,0.0
229,2554,Sparsely vegetated areas,0.0
226,2171,Sparsely vegetated areas,0.0
233,2059,Sparsely vegetated areas,0.0
212,2671,Bare rocks,0.0
210,2510,Sparsely vegetated areas,0.0
210,3344,Bare rocks,0.0
246,2791,Natural grasslands,0.0
206,2779,Bare rocks,0.0
246,1590,Transitional woodland,0.0
235,2322,Sparsely vegetated areas,0.0
223,3165,Bare rocks,0.0
250,1852,Inland marshes,0.0
224,2903,Bare rocks,0.0
238,2365,Sparsely vegetated areas,0.0
250,1848,Rice Fields,0.0
230,2082,Sparsely vegetated areas,0.0
230,2968,Bare rocks,0.0
194,2898,Bare rocks,0.0
244,2085,Sparsely vegetated areas,0.0
240,2233,Sparsely vegetated areas,0.0
212,1998,Sparsely vegetated areas,0.0
227,2025,Bare rocks,0.0
237,1381,Sparsely vegetated areas,0.0
214,2987,Natural grasslands,0.0
250,1865,Land principally occupied by agriculture,0.0
240,2254,Sparsely vegetated areas,0.0
223,2273,Sparsely vegetated areas,0.0
237,2293,Sparsely vegetated areas,0.0
243,3317,Natural grasslands,0.0
245,2506,Natural grasslands,0.0
250,1850,Inland marshes,0.0
222,2248,Sparsely vegetated areas,0.0
250,1850,Inland marshes,0.0
239,2175,Bare rocks,0.0
250,1876,Permanently irrigated land,0.0
246,3216,Bare rocks,0.0
207,2153,Sparsely vegetated areas,0.0
225,2726,Bare rocks,0.0
233,2866,Bare rocks,0.0
233,3200,Bare rocks,0.0
246,2325,Sparsely vegetated areas,0.0
228,2974,Natural grasslands,0.0
214,2206,Bare rocks,0.0
250,1852,Inland marshes,0.0
245,2157,Natural grasslands,0.0
207,2968,Bare rocks,0.0
249,1861,Land principally occupied by agriculture,0.0
208,2239,Sparsely vegetated areas,0.0
178,2398,Bare rocks,0.0
249,1941,Permanently irrigated land,0.0
250,1852,Inland marshes,0.0
223,2810,Sparsely vegetated areas,0.0
181,2589,Natural grasslands,0.0
250,1850,Inland marshes,0.0
228,3165,Bare rocks,0.0
207,2129,Bare rocks,0.0
249,1997,Pastures,0.0
222,2685,Bare rocks,0.0
206,1756,Bare rocks,0.0
246,2002,Sparsely vegetated areas,0.0
239,2295,Sparsely vegetated areas,0.0
230,1946,Bare rocks,0.0
213,1969,Natural grasslands,0.0
188,3418,Bare rocks,0.0
234,2570,Natural grasslands,0.0
209,2877,Sparsely vegetated areas,0.0
243,2773,Sparsely vegetated areas,0.0
219,2153,Sparsely vegetated areas,0.0
239,2559,Bare rocks,0.0
247,2916,Bare rocks,0.0
243,2551,Bare rocks,0.0
227,2279,Sparsely vegetated areas,0.0
242,1919,Sparsely vegetated areas,0.0
237,2734,Natural grasslands,0.0
249,1881,Permanently irrigated land,0.0
248,1897,Sparsely vegetated areas,0.0
232,2261,Sparsely vegetated areas,0.0
228,2122,Bare rocks,0.0
250,1853,Discontinous Urban Fabric,0.0
180,1587,Natural grasslands,0.0
250,1852,Permanently irrigated land,0.0
246,1705,Sparsely vegetated areas,0.0
209,1987,Transitional woodland,0.0
241,3651,Bare rocks,0.0
250,1849,Inland marshes,0.0
249,2447,Sparsely vegetated areas,0.0
250,1849,Inland marshes,0.0
242,3015,Sparsely vegetated areas,0.0
209,3027,Bare rocks,0.0
217,1450,Natural grasslands,0.0
194,1482,Transitional woodland,0.0
151,2857,Bare rocks,0.0
245,2240,Natural grasslands,0.0
241,2719,Sparsely vegetated areas,0.0
243,1896,Sparsely vegetated areas,0.0
246,2008,Land principally occupied by agriculture,0.0
216,2871,Bare rocks,0.0
235,2372,Natural grasslands,0.0
237,1846,Sparsely vegetated areas,0.0
250,1945,Natural grasslands,0.0
246,2580,Sparsely vegetated areas,0.0
220,2435,Sparsely vegetated areas,0.0
214,2386,Natural grasslands,0.0
211,2587,Natural grasslands,0.0
221,2828,Bare rocks,0.0
250,1853,Land principally occupied by agriculture,0.0
180,2551,Sparsely vegetated areas,0.0
231,2182,Natural grasslands,0.0
235,2171,Sparsely vegetated areas,0.0
222,1576,Natural grasslands,0.0
215,3024,Natural grasslands,0.0
250,1868,Land principally occupied by agriculture,0.0
247,2167,Sparsely vegetated areas,0.0
204,2771,Sparsely vegetated areas,0.0
240,2480,Sparsely vegetated areas,0.0
250,1858,Complex cultivation patterns,0.0
242,2545,Bare rocks,0.0
236,2865,Bare rocks,0.0
250,1859,Permanently irrigated land,0.0
240,3365,Bare rocks,0.0
213,2226,Bare rocks,0.0
240,2377,Sparsely vegetated areas,0.0
250,1852,Inland marshes,0.0
235,2146,Sparsely vegetated areas,0.0
227,2708,Sparsely vegetated areas,0.0
244,1961,Natural grasslands,0.0
213,3271,Bare rocks,0.0
242,2073,Sparsely vegetated areas,0.0
231,2607,Bare rocks,0.0
245,3142,Sparsely vegetated areas,0.0
213,2224,Natural grasslands,0.0
237,2412,Sparsely vegetated areas,0.0
233,2211,Sparsely vegetated areas,0.0
221,2928,Bare rocks,0.0
230,2322,Sparsely vegetated areas,0.0
236,2876,Bare rocks,0.0
222,1912,Sparsely vegetated areas,0.0
239,2217,Bare rocks,0.0
234,2119,Natural grasslands,0.0
246,2385,Bare rocks,0.0
179,1654,Bare rocks,0.0
219,1657,Transitional woodland,0.0
239,2197,Natural grasslands,0.0
231,2166,Sparsely vegetated areas,0.0
250,1854,Pastures,0.0
188,2155,Natural grasslands,0.0
249,2305,Sparsely vegetated areas,0.0
232,2370,Sparsely vegetated areas,0.0
225,2115,Sparsely vegetated areas,0.0
250,1848,Permanently irrigated land,0.0
248,2639,Natural grasslands,0.0
224,2451,Sparsely vegetated areas,0.0
248,1898,Land principally occupied by agriculture,0.0
204,2576,Bare rocks,0.0
250,1857,Permanently irrigated land,0.0
218,2302,Natural grasslands,0.0
248,2410,Sparsely vegetated areas,0.0
240,2296,Natural grasslands,0.0
250,1850,Inland marshes,0.0
235,2166,Sparsely vegetated areas,0.0
222,1685,Bare rocks,0.0
221,2573,Bare rocks,0.0
250,1850,Inland marshes,0.0
213,3489,Bare rocks,0.0
250,1852,Pastures,0.0
207,2735,Bare rocks,0.0
201,3129,Bare rocks,0.0
204,2541,Natural grasslands,0.0
191,2754,Bare rocks,0.0
226,3576,Bare rocks,0.0
247,2139,Natural grasslands,0.0
212,1801,Sparsely vegetated areas,0.0
217,2258,Sparsely vegetated areas,0.0
243,2232,Natural grasslands,0.0
249,2867,Natural grasslands,0.0
226,2516,Natural grasslands,0.0
250,1853,Land principally occupied by agriculture,0.0
248,1838,Transitional woodland,0.0
209,2063,Bare rocks,0.0
250,1851,Inland marshes,0.0
250,1849,Inland marshes,0.0
233,2623,Natural grasslands,0.0
246,2941,Sparsely vegetated areas,0.0
250,1854,Permanently irrigated land,0.0
229,2136,Sparsely vegetated areas,0.0
231,2328,Natural grasslands,0.0
250,1870,Land principally occupied by agriculture,0.0
243,2084,Sparsely vegetated areas,0.0
239,1638,Sparsely vegetated areas,0.0
213,1556,Bare rocks,0.0
229,2379,Natural grasslands,0.0
230,2335,Sparsely vegetated areas,0.0
237,1896,Natural grasslands,0.0
246,2244,Natural grasslands,0.0
244,1925,Natural grasslands,0.0
240,2047,Sparsely vegetated areas,0.0
240,2571,Bare rocks,0.0
235,2573,Sparsely vegetated areas,0.0
218,2118,Sparsely vegetated areas,0.0
235,1580,Natural grasslands,0.0
246,1942,Natural grasslands,0.0
224,1839,Transitional woodland,0.0
226,2059,Bare rocks,0.0
222,2493,Sparsely vegetated areas,0.0
229,2210,Natural grasslands,0.0
241,1571,Transitional woodland,0.0
222,2250,Natural grasslands,0.0
232,1995,Sparsely vegetated areas,0.0
247,2088,Sparsely vegetated areas,0.0
232,2366,Sparsely vegetated areas,0.0
236,2218,Sparsely vegetated areas,0.0
250,1851,Inland marshes,0.0
240,3235,Bare rocks,0.0
250,1856,Land principally occupied by agriculture,0.0
226,1948,Sparsely vegetated areas,0.0
238,2107,Natural grasslands,0.0
226,3009,Natural grasslands,0.0
237,2278,Sparsely vegetated areas,0.0
201,2335,Sparsely vegetated areas,0.0
232,2496,Bare rocks,0.0
241,3255,Natural grasslands,0.0
250,1852,Inland marshes,0.0
244,2685,Sparsely vegetated areas,0.0
234,2747,Bare rocks,0.0
243,2461,Sparsely vegetated areas,0.0
250,1851,Permanently irrigated land,0.0
237,2509,Sparsely vegetated areas,0.0
215,2591,Sparsely vegetated areas,0.0
215,2849,Natural grasslands,0.0
198,2567,Bare rocks,0.0
243,2660,Sparsely vegetated areas,0.0
250,1853,Land principally occupied by agriculture,0.0
233,2390,Natural grasslands,0.0
235,2464,Sparsely vegetated areas,0.0
237,2631,Natural grasslands,0.0
227,2062,Sparsely vegetated areas,0.0
248,2086,Sparsely vegetated areas,0.0
210,2484,Bare rocks,0.0
248,2138,Natural grasslands,0.0
246,2634,Sparsely vegetated areas,0.0
224,2936,Bare rocks,0.0
230,1769,Natural grasslands,0.0
231,1894,Bare rocks,0.0
241,2315,Sparsely vegetated areas,0.0
238,2599,Natural grasslands,0.0
